OrderNumber,OrderDateTime,CustomerNumber,CustomerName,Address1,Address2,City,Province,OrderTotal,OrderSource,ContactName,ContactEmail,InternalOrder,ScheduledDelivery,ScheduledDeliveryDate
421995,2024-11-24 07:08:49,CUST0173,Lane-Brown,51372 Smith Islands,,Huffmanfort,AZ,2385.46,Cash Counter,Rick Deckard,mriggs@yahoo.com,0,1,2025-02-15
937021,2024-05-18 00:36:23,CUST0280,Perez Ltd,68240 Colleen Fork,Apt. 356,Donaldview,IN,2083.55,Cash Counter,Bryant,mcmillananita@jimenez-huffman.com,1,1,2025-02-20
951763,2023-03-05 04:55:18,CUST0170,Hicks and Sons,07438 Benjamin Pass Suite 401,Suite 027,West Matthew,TN,122.31,SalesRep,Rachael,jamespeter@jackson-howard.com,0,0,
415150,2023-01-01 08:23:54,CUST0324,Maxwell-Macdonald,59022 Ellis Lodge Suite 270,,Andrewland,WV,2513.85,SalesRep,J.F. Sebastian,aaron05@gmail.com,1,0,
517937,2023-10-26 15:57:52,CUST0198,Hogan and Sons,4621 Hansen Street Suite 004,,Jeremyfort,WI,739.9,Fax,Zhora,patriciabrown@lewis.net,0,1,2024-10-27
431836,2024-11-12 15:04:59,CUST0403,Davis-Murphy,877 Leonard Glen Apt. 679,,Stephaniehaven,MS,3255.06,Cash Counter,J.F. Sebastian,sarah01@olson-rivera.com,1,1,2024-12-16
358653,2024-07-15 06:44:57,CUST0370,Garcia-Lopez,13396 Timothy Station Suite 113,Suite 031,Michaelfurt,NY,356.24,Phone,Pris Stratton,umendoza@delacruz.com,0,0,
892225,2024-12-09 23:41:00,CUST0242,Maxwell Group,0367 David Station,,West Jesseshire,AL,4244.51,Fax,Pris Stratton,lawrencechristopher@oconnor.com,1,0,
263763,2024-05-22 08:32:26,CUST0169,Roberson PLC,3818 Richard Springs Suite 558,,Cherylborough,MN,2116.08,Fax,Zhora,josephdavis@yahoo.com,1,0,
446791,2024-10-12 14:07:22,CUST0255,"Stevens, Roach and Ingram",975 Elliott Key,,Ramirezchester,SC,2339.21,SalesRep,Pris Stratton,mfrank@blanchard.com,1,0,
523578,2024-04-15 05:20:22,CUST0387,Meyer LLC,579 Owens Roads,,Port Karen,KS,1885.04,Phone,Zhora,travissteven@hotmail.com,0,1,2025-02-14
717505,2023-01-20 06:09:30,CUST0161,"Newton, Sanchez and Collins",44077 Joanna Locks Apt. 996,,Christinemouth,AK,2853.52,Fax,Gaff,russellvalerie@hill-bryant.info,1,0,
970416,2024-12-01 21:33:53,CUST0471,"Peterson, Johnson and Schaefer",61683 Jones Islands Suite 190,,Paulport,WV,45.4,Phone,Pris Stratton,julia42@wilkinson-stewart.com,0,0,
743968,2024-10-02 05:14:30,CUST0247,Fitzgerald LLC,13866 Samuel Skyway Apt. 767,,Michaelton,MS,4638.44,Email,Rick Deckard,madison34@yahoo.com,1,1,2025-05-15
604180,2024-02-14 23:34:46,CUST0426,Underwood Group,83494 Rangel Parks Apt. 955,Suite 346,Nathanhaven,MT,4264.54,Fax,Rachael,aleonard@hotmail.com,1,1,2024-05-15
437245,2024-06-17 21:57:26,CUST0075,"Watkins, Grant and Page",3519 Thomas Hollow,,South Ernestfort,VA,1726.71,Email,Pris Stratton,sandersjimmy@stephens-morgan.info,0,0,
950846,2023-12-03 09:00:47,CUST0428,Lindsey-Williams,9685 Roach Springs,,Moranville,LA,1796.36,Online,Rick Deckard,rasmussenivan@yahoo.com,0,0,
356418,2023-03-08 13:27:57,CUST0482,Williamson-Irwin,165 Trevino Ridge,,New Christopher,SD,3933.71,Email,J.F. Sebastian,briansanchez@phillips-mitchell.com,1,1,2023-04-18
775848,2024-08-16 00:54:21,CUST0259,Sanders LLC,107 David Spurs,Suite 234,Port Stephenburgh,VA,2056.22,Cash Counter,Bryant,schroederjason@harmon.com,1,1,2024-08-19
482204,2023-02-13 13:24:44,CUST0256,Miller Group,489 Patterson Drive,,Hernandezfurt,SC,4501.54,Cash Counter,Bryant,dylanrodriguez@simon.info,1,0,
795819,2024-05-29 14:09:03,CUST0179,"Gomez, Duran and Melendez",8625 Jones Garden Suite 247,,South Ethan,ME,1968.57,Online,Rachael,susancarpenter@yahoo.com,0,0,
468496,2024-05-19 19:00:03,CUST0300,"Mitchell, Smith and Martinez",3120 Eric Mills,,Davidfurt,NJ,3904.04,Online,Rick Deckard,susansimpson@boyd-mercer.biz,0,1,2025-02-02
525826,2024-03-23 22:00:39,CUST0057,Willis and Sons,83317 Matthew Curve Suite 394,Suite 948,South Michelle,GA,4553.99,Online,Roy Batty,heather26@hotmail.com,0,1,2025-06-22
849348,2023-12-08 00:44:11,CUST0177,Moon PLC,9334 Warren Glen,,Katiechester,MD,4677.3,Fax,Bryant,ryan54@gmail.com,1,0,
443926,2024-07-01 15:27:59,CUST0262,Chapman PLC,5673 Parker Spring Apt. 104,,New Jerry,NE,1099.08,Phone,Gaff,bradleymiller@vang-ford.com,0,1,2025-04-22
746238,2024-08-18 06:35:16,CUST0218,Johnson-Hinton,729 Guerra Ports,,Rodneyview,NY,4252.5,Online,Rick Deckard,ngeorge@hotmail.com,0,0,
760771,2023-12-03 23:55:02,CUST0213,Woodward PLC,23738 Jackson Stravenue,,South Devin,MS,539.37,Online,Zhora,jade61@gmail.com,0,1,2024-03-28
831227,2023-11-07 22:31:55,CUST0276,"Farmer, Rodriguez and Smith",609 Blackwell Cape Suite 379,Suite 085,Kelseyshire,MD,2152.71,Email,Pris Stratton,ericsmith@wang.com,1,0,
603805,2023-01-17 08:43:03,CUST0161,"Newton, Sanchez and Collins",44077 Joanna Locks Apt. 996,,Christinemouth,AK,3698.46,Online,Roy Batty,wcarrillo@yahoo.com,1,1,2024-04-15
360891,2023-08-12 17:39:58,CUST0393,James-Ramirez,10718 Stanley Ferry Suite 720,,Gonzalezburgh,NJ,887.71,Cash Counter,J.F. Sebastian,fford@garcia-stewart.com,0,1,2025-02-12
428249,2024-03-09 06:13:08,CUST0192,"Johnston, Brown and Roberts",914 Craig Expressway,,Port Juanberg,SD,3627.42,Phone,Roy Batty,christopher24@newton-green.com,1,0,
479457,2023-03-20 16:33:26,CUST0377,Fischer Group,276 Carpenter Fall Apt. 343,,Fergusonchester,ME,3952.38,Online,Rachael,daniel90@murphy.com,1,0,
947807,2023-08-05 08:29:52,CUST0218,Johnson-Hinton,729 Guerra Ports,,Rodneyview,NY,3915.97,Email,Pris Stratton,swillis@gmail.com,0,0,
598701,2024-11-17 03:57:40,CUST0147,Ruiz Ltd,7869 Lewis Pass Suite 945,,South Sarah,NJ,3568.21,Cash Counter,J.F. Sebastian,xburns@yahoo.com,0,0,
606854,2024-03-02 14:35:41,CUST0478,"Santana, Rice and Carroll",0724 Sharon Shores,,Victorview,ME,4465.79,Phone,Pris Stratton,frenchpeter@franklin.com,1,0,
541923,2023-09-09 06:29:17,CUST0356,Cole LLC,95859 Robert Key,,East Tinaview,VT,2686.12,Online,Zhora,zmoreno@estrada.com,1,0,
982053,2023-03-01 06:17:18,CUST0416,Richard-Bradley,768 Simpson Falls Suite 560,Apt. 907,Michaelstad,TN,4311.87,Cash Counter,Pris Stratton,mackeric@yahoo.com,0,1,2023-08-19
872072,2024-06-01 23:48:47,CUST0154,Smith Ltd,89064 Christopher Harbor,,Griffinchester,FL,827.08,Cash Counter,Zhora,cordovachristina@rojas-robinson.com,1,0,
560066,2023-10-20 19:09:07,CUST0417,"Williams, Murphy and Lloyd",710 Raymond Wells Suite 019,,Lake Dillon,MO,4385.92,SalesRep,J.F. Sebastian,eric15@greene-rivera.com,1,0,
820912,2023-10-22 13:44:35,CUST0163,Dalton PLC,5420 Larson Junctions,,Hutchinsonbury,MS,2903.46,Email,Rick Deckard,xmeyer@gmail.com,0,1,2025-06-22
529850,2024-12-02 15:10:53,CUST0242,Maxwell Group,0367 David Station,,West Jesseshire,AL,2254.34,Cash Counter,J.F. Sebastian,malonetiffany@hotmail.com,0,1,2025-03-27
962765,2024-05-15 03:20:12,CUST0468,"Avila, Moran and Gonzalez",3061 Scott Passage Apt. 783,,South Lisachester,MN,1446.71,SalesRep,Gaff,keith43@hotmail.com,0,1,2025-03-14
365343,2023-11-17 20:49:08,CUST0142,"Franklin, Peters and Edwards",56702 Rivera Parkways,,Jenniferbury,AZ,1295.77,Cash Counter,Roy Batty,nicolenelson@gmail.com,0,1,2024-09-16
204041,2023-08-22 21:39:10,CUST0009,Hooper and Sons,5035 Fox Meadow,,Lake Annaside,WA,223.52,Phone,Zhora,nathan25@hubbard.net,1,0,
267889,2023-03-18 18:28:58,CUST0048,Lopez-Dean,0993 Kelly Pine Suite 086,,Thompsonmouth,AL,2749.84,Email,Rachael,cherylhunt@salazar.info,0,0,
448203,2023-07-31 17:49:54,CUST0358,Nguyen and Sons,695 Moore Roads Apt. 274,,Jenniferfort,MA,4762.36,Fax,Rick Deckard,david33@yahoo.com,1,0,
696929,2024-05-24 01:31:21,CUST0424,"Brandt, Murphy and Bird",5551 William Circles Apt. 780,,North Bryanberg,SD,4079.72,Online,Gaff,vmccoy@yahoo.com,1,1,2024-12-31
175867,2024-04-24 14:36:00,CUST0473,"Mcmillan, Freeman and Ali",334 Sydney Alley Apt. 409,,Alyssaborough,OK,4380.49,Phone,Gaff,brittany69@hotmail.com,1,1,2024-10-11
811672,2023-09-08 04:39:25,CUST0095,Taylor-Silva,288 Le Ranch Apt. 733,,Jacquelineborough,DC,480.37,Online,Rick Deckard,qferrell@yahoo.com,0,1,2024-07-15
146815,2023-09-15 13:21:29,CUST0450,Obrien-Duncan,34543 Glover Route,,Lake Theresamouth,MN,1752.58,Email,Gaff,alexandria16@gmail.com,0,0,
128124,2023-08-15 12:16:13,CUST0016,Santiago PLC,09785 Moreno Fall Suite 561,,Nicoleview,VT,4138.76,Online,Pris Stratton,robinsonamber@yahoo.com,0,0,
571078,2024-07-02 20:21:06,CUST0425,Pena and Sons,973 Cook Drive,Apt. 074,Woodburgh,ME,4462.1,Email,Bryant,salinascourtney@yahoo.com,1,1,2024-11-13
708043,2024-09-05 04:46:32,CUST0339,Harrison Group,79294 White Course Suite 865,,Rachaelfurt,VA,1625.84,Online,Gaff,randerson@kirby.info,0,1,2024-10-07
500849,2023-01-08 22:39:08,CUST0298,"Blanchard, Brown and Moore",3350 Matthew Divide Suite 966,,Reynoldsside,VT,4276.63,Fax,Rachael,karen93@marshall.com,1,0,
788531,2023-11-08 04:25:55,CUST0046,"Scott, Oneal and Barnes",2572 Dale Skyway,,West Erichaven,CT,1992.35,Online,Rick Deckard,bryanewing@clark.com,0,1,2024-03-29
951969,2023-10-16 02:52:58,CUST0170,Hicks and Sons,07438 Benjamin Pass Suite 401,Suite 027,West Matthew,TN,4859.15,SalesRep,Bryant,clarkbrian@yahoo.com,0,1,2023-10-28
187429,2024-01-01 15:30:42,CUST0472,Wood-Chapman,78596 Edward Dam Suite 183,,North Douglasview,FL,1915.97,Online,Zhora,jamesjohnson@hurst.com,0,0,
842552,2024-05-15 17:03:36,CUST0349,"Holmes, Yoder and Hernandez",4855 Sarah Trace Suite 837,,West Brian,SC,1708.76,Online,Roy Batty,sferrell@yahoo.com,0,1,2025-02-10
411408,2023-06-10 20:13:48,CUST0008,White PLC,2535 Susan Burg,,Lake Stevenberg,MN,3161.27,SalesRep,J.F. Sebastian,drodriguez@gmail.com,1,1,2025-01-26
285882,2024-09-28 16:00:27,CUST0408,"Mason, Huber and Stone",4407 Donald Ferry Apt. 727,,North Jeanetteborough,ND,1453.47,Cash Counter,Rick Deckard,alvarezsarah@yahoo.com,1,0,
736491,2023-09-14 13:01:46,CUST0095,Taylor-Silva,288 Le Ranch Apt. 733,,Jacquelineborough,DC,2624.05,Online,Zhora,jcastillo@gmail.com,0,0,
508667,2023-12-31 02:29:46,CUST0243,"Gonzalez, Garrett and Curtis",3591 Douglas Heights,,Port Benjamin,NE,4489.82,Phone,J.F. Sebastian,kristen17@yahoo.com,0,1,2025-02-09
622628,2024-10-02 02:37:36,CUST0477,Irwin and Sons,1905 Jason Mission Apt. 718,,Port Kimberly,FL,4921.48,SalesRep,Rick Deckard,maria41@fox.com,0,0,
378785,2024-04-24 12:22:04,CUST0374,Harris PLC,784 Myers Mountains Apt. 943,,Paulmouth,CA,726.79,Online,Roy Batty,psolomon@gmail.com,0,0,
926246,2024-10-31 00:28:31,CUST0331,King-Jones,902 Hayes Viaduct,Suite 222,Meltonstad,IN,4110.2,Email,Gaff,jessehenderson@strickland-walker.com,0,0,
789144,2024-07-07 20:30:00,CUST0240,Conrad and Sons,9212 Michelle Rapid Apt. 955,,Reynoldsville,PA,3430.58,Fax,Rick Deckard,pooleshelby@gray-evans.com,0,0,
960647,2023-05-02 02:00:11,CUST0244,Ward-Doyle,0162 Garrett Station,,North Madison,NH,2323.55,Phone,Pris Stratton,wkline@hotmail.com,1,1,2023-07-14
363660,2023-10-28 09:52:31,CUST0366,"Hicks, Aguirre and Smith",86715 Tyrone Knoll Apt. 964,,Micheleport,NY,1734.49,Email,Gaff,rsmith@hotmail.com,0,1,2024-01-31
615668,2023-04-17 00:24:28,CUST0178,"Williams, Hernandez and Smith",8625 Molly Lights,Suite 755,Lucerostad,DE,4095.61,Fax,Roy Batty,alexandra41@gmail.com,1,1,2024-09-06
724241,2024-02-12 23:27:49,CUST0430,Sampson LLC,3324 Hunter Center Apt. 973,,Sarahton,ME,1832.93,Online,Bryant,feliciahensley@gmail.com,1,1,2024-06-21
701714,2024-06-25 23:10:40,CUST0018,Patterson-Li,83228 Lisa Corner Apt. 315,,Jilliantown,MD,1261.27,Online,Rick Deckard,mpatrick@alvarado-miller.com,0,0,
353192,2023-03-31 18:16:37,CUST0477,Irwin and Sons,1905 Jason Mission Apt. 718,,Port Kimberly,FL,554.55,SalesRep,Bryant,edwardjones@hotmail.com,0,1,2024-08-28
635738,2023-03-31 20:54:46,CUST0256,Miller Group,489 Patterson Drive,,Hernandezfurt,SC,4350.37,Cash Counter,Zhora,bauerchristopher@hoffman.com,1,1,2024-10-29
728412,2024-12-24 16:36:00,CUST0389,"Ruiz, Clarke and Porter",32121 Devin Via,,Thompsonland,LA,3254.87,Cash Counter,Zhora,kimberlybrooks@cox-ferguson.com,1,0,
672422,2024-05-29 02:18:34,CUST0398,Grant-Davis,492 Mariah Run Suite 007,,Allenborough,TX,2466.69,Email,Rick Deckard,thopkins@johnson-jones.com,0,1,2024-10-05
266261,2023-02-24 08:54:27,CUST0270,Martin and Sons,0425 Rogers Prairie,,Kevinstad,WI,1609.64,Phone,Rick Deckard,rosarioaaron@porter.info,1,1,2024-09-11
114154,2023-11-25 12:15:35,CUST0150,Allen-Edwards,80273 Hall Forest Apt. 660,,Hickmanfurt,VA,2233.37,Fax,Gaff,zshannon@yahoo.com,0,1,2024-12-11
815695,2023-01-21 21:26:34,CUST0090,"West, Petersen and Brooks",495 Christine Ways,Apt. 065,Amandashire,IN,4617.3,Email,Rachael,johncampbell@hotmail.com,0,0,
606582,2024-04-05 09:00:16,CUST0332,Mcdonald LLC,569 Hudson Dam Suite 008,,Gonzalezberg,IN,3095.15,Online,Roy Batty,thomasmark@hotmail.com,0,1,2024-06-19
712518,2024-03-16 08:46:48,CUST0093,Cruz LLC,969 Andrew Curve,,Lake Wendymouth,WY,861.32,Online,Rachael,zmoreno@gmail.com,1,0,
731722,2024-10-19 16:41:18,CUST0303,Decker-Horn,930 John Trail,,Lake Lindsayfurt,WA,1974.37,Fax,J.F. Sebastian,smithmary@berry.org,1,0,
175296,2024-11-11 19:16:26,CUST0045,Delgado-Johnson,464 Robertson Village,Suite 546,Tiffanybury,WY,483.0,SalesRep,Gaff,tuckerryan@malone-foster.com,0,0,
581168,2024-01-15 05:30:14,CUST0073,Smith-Morse,9550 Sarah Hills,,Dustinshire,NC,4561.61,SalesRep,Rachael,natasha17@hall-garcia.com,0,0,
775961,2023-06-20 10:53:36,CUST0422,"Patel, Hoffman and Mckinney",75883 Good Viaduct,,Lake Tonyburgh,VA,626.2,SalesRep,Rick Deckard,bschwartz@yahoo.com,0,1,2024-01-20
538889,2023-11-21 18:38:46,CUST0153,"Thomas, Jordan and Fowler",77834 Miller Stravenue Apt. 104,,East Claytonmouth,MN,3422.53,Online,Rachael,josephalvarado@gmail.com,1,1,2025-02-10
126487,2023-03-08 18:33:16,CUST0309,Morris-Duke,755 Ryan Mission Suite 621,,Lake Deniseburgh,WY,1105.58,SalesRep,Roy Batty,ephillips@hotmail.com,0,0,
907309,2023-11-05 05:43:20,CUST0297,"Phillips, Trevino and Mccarthy",061 Jackson Squares Apt. 642,,East Matthew,LA,1398.55,Online,Pris Stratton,jessicajohnson@harris.com,0,0,
844086,2023-07-16 07:43:21,CUST0008,White PLC,2535 Susan Burg,,Lake Stevenberg,MN,4110.38,Phone,Pris Stratton,teresamartin@obrien.com,0,0,
396447,2023-11-24 06:30:46,CUST0020,"Jones, Carey and Ramirez",95486 Carpenter Plain Apt. 689,,North Damonstad,OK,1588.45,Fax,Pris Stratton,nbaxter@johnson.com,0,1,2024-02-23
770386,2024-10-14 18:53:57,CUST0395,Brown-Davis,05352 Connie Springs,,Lake Richardtown,CT,2502.55,Fax,Roy Batty,davisrichard@yahoo.com,1,0,
608768,2023-09-08 19:06:00,CUST0133,Porter LLC,7888 Herrera Divide Suite 416,,Harrisonside,VT,1154.64,Cash Counter,Pris Stratton,austinlamb@hotmail.com,0,0,
105819,2024-10-12 14:11:06,CUST0179,"Gomez, Duran and Melendez",8625 Jones Garden Suite 247,,South Ethan,ME,2995.37,Fax,Zhora,vvargas@tran-kelly.com,1,1,2024-12-23
640316,2024-03-11 22:39:43,CUST0049,Cardenas-Patterson,4914 Melissa Land Suite 767,,Stewartton,MS,4747.22,Fax,Gaff,christianrogers@snyder.com,1,1,2024-03-14
879816,2024-06-03 09:25:34,CUST0463,"Gardner, Taylor and Bell",3849 Rubio Keys,,Rivashaven,OK,565.91,Fax,J.F. Sebastian,michaelnguyen@gmail.com,1,1,2025-06-04
391204,2023-07-29 03:16:46,CUST0037,Montgomery-Lamb,365 Megan Ports,,Linmouth,VT,4355.27,Email,J.F. Sebastian,alexis74@gmail.com,0,1,2024-09-05
164025,2023-07-09 01:19:43,CUST0173,Lane-Brown,51372 Smith Islands,,Huffmanfort,AZ,2030.84,Cash Counter,Rick Deckard,antoniowood@anderson.com,0,0,
387710,2023-07-02 22:45:29,CUST0089,Mclaughlin-Pearson,787 Jessica Station,,South Stacy,ID,4776.21,Cash Counter,Rachael,hjohnson@bates-morris.com,0,1,2023-11-04
177690,2024-04-04 14:13:17,CUST0244,Ward-Doyle,0162 Garrett Station,,North Madison,NH,1336.92,Email,Roy Batty,linda68@hotmail.com,0,0,
232928,2023-11-05 01:15:23,CUST0495,Lee-Williams,914 Lisa Islands,,South Victor,LA,1706.99,Phone,Gaff,malikjohnson@hotmail.com,0,0,
227989,2023-07-16 16:03:15,CUST0306,Pearson and Sons,76314 Sosa Corner,,Simston,VT,1948.23,Online,Pris Stratton,xholmes@oconnor.com,1,1,2025-02-21
470207,2024-09-16 18:57:15,CUST0170,Hicks and Sons,07438 Benjamin Pass Suite 401,Suite 027,West Matthew,TN,2926.38,Email,Rachael,laurarivera@jackson-torres.org,0,1,2025-05-10
268113,2023-12-10 03:04:01,CUST0042,"Lewis, Garcia and Conway",61638 Monique Parks Apt. 649,,Odomfort,LA,3898.72,SalesRep,Rick Deckard,whendrix@hotmail.com,0,1,2024-03-20
303740,2024-01-18 03:41:19,CUST0295,Cooper and Sons,4265 Young Loop Apt. 604,,Lake Erik,AZ,2153.77,Online,Bryant,hallpatricia@hotmail.com,1,0,
489794,2023-01-28 15:33:39,CUST0177,Moon PLC,9334 Warren Glen,,Katiechester,MD,1665.73,Online,Roy Batty,rachel38@brady-archer.com,1,1,2024-02-28
594170,2023-02-01 12:04:57,CUST0005,Bennett and Sons,23072 Dana Lights,,Deborahton,MD,4786.77,Fax,Bryant,andersondavid@yahoo.com,0,1,2024-10-19
879312,2024-06-19 18:20:51,CUST0228,Mccarthy-Valdez,3277 James Forge,,Lopezfort,NY,4754.74,Cash Counter,Rick Deckard,ryan42@hotmail.com,0,1,2024-07-24
655145,2024-05-30 07:19:07,CUST0269,Duncan-Fuentes,259 Jeffrey Ferry Suite 769,,Michaelside,NM,1377.07,Fax,Bryant,ostanley@hotmail.com,1,1,2025-04-08
814971,2024-10-11 11:15:04,CUST0190,Stuart-Hall,085 Denise Spring Apt. 350,,North Johnstad,CO,1638.58,Phone,J.F. Sebastian,odaniel@gmail.com,1,0,
974204,2024-06-17 13:48:58,CUST0313,Powell Ltd,411 Mcneil Hollow,,North Samantha,WA,2697.57,SalesRep,Gaff,sarahgarcia@jones.com,1,0,
470645,2024-11-28 06:23:44,CUST0396,Lee and Sons,90537 Jones Inlet,,New Amanda,NE,3171.42,SalesRep,J.F. Sebastian,bryantjames@gmail.com,0,1,2025-02-17
212568,2023-03-28 02:05:52,CUST0277,"Cook, Stewart and Smith",927 Chavez Path Apt. 579,,North Tiffanyland,WI,2572.5,SalesRep,Rick Deckard,blake34@hughes-lawson.com,0,1,2023-06-07
567919,2023-07-02 02:34:56,CUST0040,Sanchez and Sons,9109 Sarah Curve Apt. 264,,Bradfordfort,SD,672.21,Online,Gaff,walterdebra@hotmail.com,1,1,2023-09-11
565296,2024-03-21 12:28:50,CUST0456,"Young, Marshall and Booker",68199 Calvin Creek,,South Brandonbury,ID,981.17,Email,Bryant,hhamilton@hotmail.com,0,1,2024-04-17
141616,2024-03-19 23:32:29,CUST0130,"Mcbride, Rodriguez and Kelly",91665 Blake Lock Apt. 630,,Loweryville,TN,3250.81,Online,Rick Deckard,robinsondeborah@yahoo.com,0,1,2024-05-18
338510,2023-04-09 00:50:21,CUST0240,Conrad and Sons,9212 Michelle Rapid Apt. 955,,Reynoldsville,PA,4677.17,Phone,Rachael,maddoxdanielle@melton.com,0,0,
419032,2024-01-05 16:37:27,CUST0449,"Walker, Santana and Ball",40074 Amanda Burgs,,East Kelseyton,IN,3043.14,Cash Counter,Pris Stratton,zwest@gmail.com,1,0,
235254,2023-12-01 13:46:04,CUST0393,James-Ramirez,10718 Stanley Ferry Suite 720,,Gonzalezburgh,NJ,1769.78,Email,Gaff,howardashley@gmail.com,1,0,
186187,2024-10-25 10:22:55,CUST0296,Petty PLC,44367 Wong Viaduct,,Rodriguezstad,WV,3094.23,Online,J.F. Sebastian,jeanette87@hutchinson.com,0,0,
903872,2023-10-27 13:34:49,CUST0206,Francis-Horn,2788 Sandoval Knoll,,New Jose,ID,81.71,Email,Bryant,jonathonmiller@yahoo.com,0,0,
621237,2024-01-18 02:52:31,CUST0344,Morales-Baker,2077 Claire Road,Suite 714,Roseshire,AR,4301.8,Cash Counter,Zhora,coxjessica@harrison.biz,0,1,2024-09-02
347620,2024-07-22 00:32:14,CUST0473,"Mcmillan, Freeman and Ali",334 Sydney Alley Apt. 409,,Alyssaborough,OK,3611.75,Email,Rachael,sarah82@williams.com,0,0,
798083,2023-03-16 16:06:35,CUST0466,Wilson and Sons,8701 Schwartz Gardens,,Benjaminmouth,CO,3397.04,Phone,J.F. Sebastian,jonpatrick@smith-medina.com,0,1,2024-02-03
447412,2023-05-08 07:51:31,CUST0045,Delgado-Johnson,464 Robertson Village,Suite 546,Tiffanybury,WY,113.99,Fax,Rick Deckard,fosborne@walters-mays.com,1,1,2023-08-14
441385,2023-01-24 02:35:26,CUST0133,Porter LLC,7888 Herrera Divide Suite 416,,Harrisonside,VT,4136.77,Fax,Rachael,jhill@jacobson.org,0,0,
776634,2023-08-09 16:52:29,CUST0404,Krueger Group,1774 Santos Circles Suite 755,,Morganport,OK,799.47,Fax,Bryant,bholland@hotmail.com,0,1,2024-12-04
843156,2023-12-29 01:35:33,CUST0201,Rocha-Rodriguez,9644 Kaitlyn Valley,,Hodgechester,OK,1564.48,SalesRep,Zhora,jennifer47@hunt.org,0,0,
668957,2024-10-12 01:02:26,CUST0194,"Wilson, Davis and Chambers",12816 Clifford Courts Suite 356,,Port Briannatown,WY,4497.72,Cash Counter,J.F. Sebastian,russellsabrina@medina.com,1,1,2024-10-27
172393,2023-12-03 18:26:09,CUST0444,Cruz LLC,977 Mclean Centers Suite 475,,East Robert,KY,92.7,SalesRep,Pris Stratton,bcooper@yahoo.com,1,1,2024-02-28
485065,2024-01-10 13:28:50,CUST0031,"Martin, Williams and Vaughn",479 Kathleen Parks,,Port Richard,MT,3249.77,Email,Rick Deckard,danieljohnson@jackson-allen.com,1,1,2024-10-15
154651,2024-03-10 20:00:36,CUST0158,Cain PLC,61556 Cindy Lock Suite 575,,Port Angela,NE,2396.84,SalesRep,Zhora,wbrown@roberson.com,0,0,
343656,2023-09-25 12:40:27,CUST0365,Graves Inc,81998 Susan Parkways Apt. 729,,West Jameshaven,DC,4018.45,Email,Rachael,mooreedwin@yahoo.com,1,0,
183450,2023-06-20 15:20:38,CUST0023,"White, Rosales and Williams",9832 Crystal Ferry Suite 616,,New Jeremiahfurt,CT,4371.18,Email,Roy Batty,patrickdiaz@vega.biz,0,0,
571562,2023-12-01 20:49:26,CUST0099,"Frazier, Love and Webster",1851 Brown Landing,,North Erica,AL,2378.02,Phone,Pris Stratton,baileycurtis@hotmail.com,0,0,
179490,2024-06-25 07:04:41,CUST0498,"Wilkerson, Watson and Dougherty",3803 Jillian Glen,,Baileyport,UT,3932.6,SalesRep,Bryant,youngmason@gmail.com,1,0,
958373,2024-07-28 22:34:15,CUST0112,"Smith, Brown and Wright",345 Allen Pike,,Woodshire,SD,1572.99,SalesRep,Roy Batty,mark83@ward-williams.biz,0,0,
395376,2023-02-07 11:54:46,CUST0020,"Jones, Carey and Ramirez",95486 Carpenter Plain Apt. 689,,North Damonstad,OK,3717.38,Fax,J.F. Sebastian,robert85@miller.biz,1,0,
488276,2023-08-23 04:05:50,CUST0091,Hall and Sons,64993 Williams Flat,,East Melinda,FL,1516.41,Email,Rachael,contrerasrebecca@travis-davies.com,1,1,2023-08-30
883637,2024-09-04 07:59:47,CUST0098,Gregory-Gibbs,27738 Justin Field Apt. 616,Apt. 920,East Jesseville,NH,3443.03,Email,Pris Stratton,jeffreytucker@hotmail.com,0,0,
593387,2024-07-08 11:02:27,CUST0043,"Wolfe, Smith and Ortega",87903 Santos Road Apt. 549,,Lake Scottshire,IN,4571.8,Email,Zhora,patriciacolon@gmail.com,1,0,
399566,2024-03-28 02:53:32,CUST0499,Robinson-Russell,009 Debbie Plains,,Sanchezfort,MS,1557.22,SalesRep,Zhora,schneideralisha@yahoo.com,0,1,2025-01-15
162754,2024-12-29 14:30:38,CUST0135,"Coffey, Stephens and Gross",262 Meyers Curve,Suite 693,New Deborahstad,KS,3907.82,Online,J.F. Sebastian,glennwilson@yahoo.com,1,1,2025-03-25
666343,2023-04-17 02:15:43,CUST0005,Bennett and Sons,23072 Dana Lights,,Deborahton,MD,4771.15,Online,Gaff,angelacunningham@hotmail.com,1,1,2025-04-03
501693,2024-09-16 01:06:49,CUST0432,Silva LLC,50678 Griffith Rapid,,Youngview,MN,1223.62,SalesRep,Pris Stratton,webbholly@hotmail.com,1,0,
133075,2023-10-21 08:05:33,CUST0362,"Simmons, Jones and Smith",08718 Cheryl Roads Suite 420,,North Eric,ME,1662.2,Phone,Zhora,jordanjames@grimes.info,0,1,2024-03-19
597604,2024-12-09 09:40:59,CUST0439,"Henderson, Long and Yoder",517 Melinda Overpass Apt. 893,,North Benjaminville,ME,3997.34,Cash Counter,Pris Stratton,carrietucker@rivera.biz,0,0,
666144,2024-11-18 10:21:22,CUST0381,"Howard, Lopez and Hunt",655 Mark Ferry Suite 901,,Richardfort,HI,4181.22,Phone,Gaff,francis59@gmail.com,1,1,2025-02-13
